,,time,S1_D2_,S3_D2_,S4_D2_,S7_D7_,S8_D7_,S10_D7,S1_D1_,S2_D1_,S3_D1_,S3_D4_,S4_D4_,S5_D4_,S8_D8_,S10_D8,S9_D8_,S7_D5_,S6_D5_,S8_D5_,S2_D3_,S3_D3_,S5_D3_,S6_D6_,S8_D6_,S9_D6_
L1,count,1724.0,1724.0,1724.0,1724.0,1724.0,1724.0,1724.0,1724.0,1724.0,1724.0,1724.0,1724.0,1724.0,1724.0,1724.0,1724.0,1724.0,1724.0,1724.0,1724.0,1724.0,1724.0,1724.0,1724.0,1724.0
L1,mean,723.0783062645012,0.0012443816183294665,-0.004339926682134571,0.0025249589327146172,-0.002505798288863109,0.0008338938109048722,0.0012253330046403707,-0.009122500696055684,0.007369836658932714,-0.009965030800464037,0.0012334961716937358,0.0030383377610208825,-0.012771651160092806,-0.010280569547563805,-0.0018486113689095125,-0.0008386200696055691,0.0003269153944315545,0.0028405700922273782,0.00390492511600928,0.002659081554524362,0.0015599801044083527,-0.012979502030162411,-0.007205788283062644,0.010467487238979117,-0.004226240841067284
L1,std,51.126306947915744,0.009833050254004777,0.02922336402819906,0.016425073837369755,0.010750826579669462,0.006826720943637904,0.013673343267181498,0.034698193266817785,0.03351596221242867,0.04025185807009706,0.031006288782365537,0.036078157633690856,0.05050837021534577,0.041187527208266954,0.02232100020444265,0.04306391878172848,0.016877667791940155,0.0222838383471307,0.03587342795946162,0.016331276479045958,0.027321118907112075,0.0434388791236815,0.03911482013208058,0.06564657220560084,0.026314879482790515
L1,min,635.0,-0.0234,-0.0844,-0.0422,-0.0353,-0.0181,-0.0321,-0.0771,-0.0743,-0.11800000000000001,-0.0806,-0.0671,-0.14400000000000002,-0.12300000000000001,-0.0592,-0.124,-0.0336,-0.0735,-0.128,-0.04,-0.093,-0.149,-0.10099999999999999,-0.19,-0.0792
L1,25%,679.0,-0.005995,-0.024525,-0.006315,-0.009742500000000001,-0.0039225,-0.007864999999999999,-0.0337,-0.0213,-0.034725,-0.0169,-0.0215,-0.0452,-0.0278,-0.018525,-0.025725,-0.0118,-0.0111,-0.018,-0.010425,-0.0166,-0.043125,-0.0344,-0.0253,-0.0214
L1,50%,722.0,-0.00035150000000000003,-0.0043,0.00359,-0.0031650000000000003,0.000965,0.0025650000000000004,-0.01115,0.01145,-0.00267,-0.004845,0.0004185,-0.0184,-0.0007685000000000001,-0.00167,0.00466,0.0005175,0.004915,0.0118,0.003695,0.001825,-0.009670000000000002,-0.003195,0.0135,0.0007655
L1,75%,768.0,0.0076925,0.019825000000000002,0.012325000000000001,0.004195000000000001,0.006005,0.0119,0.0123,0.0355,0.018425,0.023125,0.0141,0.013774999999999999,0.0148,0.0134,0.0299,0.0098875,0.0153,0.026725000000000002,0.0119,0.0197,0.0159,0.018625,0.06307499999999999,0.013
L1,max,812.0,0.0289,0.081,0.0384,0.025,0.0206,0.0309,0.0899,0.07,0.0858,0.102,0.14300000000000002,0.17800000000000002,0.0819,0.0727,0.115,0.0566,0.0748,0.0958,0.0537,0.129,0.121,0.122,0.188,0.0569
L2,count,1617.0,1617.0,1617.0,1617.0,1617.0,1617.0,1617.0,1617.0,1617.0,1617.0,1617.0,1617.0,1617.0,1617.0,1617.0,1617.0,1617.0,1617.0,1617.0,1617.0,1617.0,1617.0,1617.0,1617.0,1617.0
L2,mean,2035.1762523191094,0.0007451069264069268,0.0015361972047000622,0.00051082573283859,0.001052661100803958,0.0010577866914038342,-0.00043855560296845986,0.0019751726035868895,-0.004067997773654917,0.0002816408781694496,0.0026984138528138523,0.0050370454050711186,0.006208015102040814,0.0006914513419913419,-0.0003195743537414968,-0.002336847866419295,0.00022609449598020985,-0.004854247990105132,-0.0037407585652442796,-0.003216223308596165,0.0008652260791589347,0.0028117965367965383,-0.0021082112492269637,-0.0031218434755720475,-0.002504652424242424
L2,std,51.03371269796345,0.0137111261964414,0.040596934115979824,0.008609943516628709,0.015549697862337699,0.007654622233608662,0.014361666646882897,0.038757683271670805,0.03867975899626305,0.04176546759629459,0.03766072270898079,0.02200016540145692,0.0815534177679908,0.03460524504186774,0.01262349352178907,0.015830101675347933,0.013338251392598435,0.029915604041049818,0.028146307621742105,0.02741951103184083,0.03776852669555161,0.05659962778751223,0.024491998467324902,0.04080810637665678,0.01673539752065013
L2,min,1940.0,-0.0527,-0.12,-0.0328,-0.0463,-0.0197,-0.0335,-0.13,-0.102,-0.134,-0.136,-0.109,-0.324,-0.125,-0.0332,-0.0588,-0.0409,-0.0684,-0.0705,-0.0658,-0.126,-0.217,-0.0693,-0.10400000000000001,-0.0574
L2,25%,2000.0,-0.006520000000000001,-0.0277,-0.00364,-0.00636,-0.0042,-0.00892,-0.0237,-0.0316,-0.029,-0.0206,-0.00488,-0.0352,-0.015,-0.00919,-0.0121,-0.008620000000000001,-0.0242,-0.0194,-0.0255,-0.0159,-0.0291,-0.0153,-0.0259,-0.0126
L2,50%,2040.0,0.00232,0.0027199999999999998,0.00203,0.0013,0.00216,0.00015900000000000002,-0.0013800000000000002,-0.00545,-0.00146,0.00665,0.00611,0.0098,0.00031600000000000004,-0.0015300000000000001,-0.00462,-0.000719,-0.00881,-0.00145,-0.0010199999999999999,-0.0016300000000000002,0.00561,0.000361,-0.005529999999999999,-0.00352
L2,75%,2080.0,0.00703,0.0255,0.006509999999999999,0.00902,0.00659,0.007679999999999999,0.0257,0.0209,0.0251,0.0231,0.0144,0.0495,0.0184,0.0069,0.00966,0.0105,0.0151,0.00928,0.0117,0.0162,0.0316,0.01,0.0271,0.008490000000000001
L2,max,2120.0,0.046,0.10300000000000001,0.0327,0.0564,0.0256,0.0545,0.10400000000000001,0.128,0.126,0.096,0.0754,0.24,0.0979,0.0391,0.0557,0.0323,0.121,0.102,0.11199999999999999,0.129,0.14400000000000002,0.0709,0.136,0.0538
Non,count,6457.0,6457.0,6457.0,6457.0,6457.0,6457.0,6457.0,6457.0,6457.0,6457.0,6457.0,6457.0,6457.0,6457.0,6457.0,6457.0,6457.0,6457.0,6457.0,6457.0,6457.0,6457.0,6457.0,6457.0,6457.0
Non,mean,1386.4100975685303,0.0017255017484900108,-0.0025511816787982034,0.0027242517701719063,9.564890816170717e-07,0.001305657625367818,0.002704561155335295,-0.0063818538764131945,0.006656231554901658,-0.006416247477156574,-7.581389190026373e-05,0.001910900078984048,-0.006370045736255227,-0.005788094706520057,-0.00039962666253678177,0.0016816223323524856,0.001965386574260492,0.0034002178256156116,0.0002486000803778841,0.003989553343658045,-0.004318120617934024,-0.006274277288214341,-0.0018004806876258314,0.0016973959021217284,-0.0010353755552113984
Non,std,199.14399607910707,0.02005253280902006,0.03353384111813309,0.02148996308692764,0.02726415344222318,0.015427624257932742,0.026360776720741594,0.026457087067850774,0.037164363559834775,0.03167993497247399,0.044579203881104326,0.028708817285249415,0.05257875549321859,0.03140313297525616,0.022882563861320548,0.027948806362538995,0.026282527474639574,0.02647234010711996,0.030188937043019066,0.03365599848211168,0.028822826649504835,0.03664976823429344,0.04903062415496061,0.0709687956836688,0.0320783203158194
Non,min,1040.0,-0.0669,-0.12,-0.0736,-0.0863,-0.0503,-0.0825,-0.10800000000000001,-0.149,-0.134,-0.134,-0.10300000000000001,-0.18,-0.131,-0.0637,-0.0904,-0.0858,-0.0842,-0.10300000000000001,-0.10800000000000001,-0.114,-0.141,-0.129,-0.217,-0.10400000000000001
