,,time,S1_D2_,S3_D2_,S4_D2_,S7_D7_,S8_D7_,S10_D7,S1_D1_,S2_D1_,S3_D1_,S3_D4_,S4_D4_,S5_D4_,S8_D8_,S10_D8,S9_D8_,S7_D5_,S6_D5_,S8_D5_,S2_D3_,S3_D3_,S5_D3_,S6_D6_,S8_D6_,S9_D6_
L1,count,1644.0,1644.0,1644.0,1644.0,1644.0,1644.0,1644.0,1644.0,1644.0,1644.0,1644.0,1644.0,1644.0,1644.0,1644.0,1644.0,1644.0,1644.0,1644.0,1644.0,1644.0,1644.0,1644.0,1644.0,1644.0
L1,mean,919.9032846715329,-0.0009479072019464718,-0.0005110679197080294,-0.0017678935827250602,-0.0017549959854014602,0.008564511294403896,0.0009117326216545015,-0.0008594939476885646,-0.0009901268856447698,0.0003664253041362532,-1.5947627737226016e-06,-0.0014872674817518246,0.0001671510948905109,-0.00024252015206812673,-0.0005804800395377129,-8.913017031631538e-07,-0.0025349263990267633,0.0017832493917274935,0.0028723996873479323,-0.0005081152068126518,-0.002535851277372263,-0.0033092956204379574,-0.0022507581508515815,-0.0001530417883211678,-9.615080656934487e-06
L1,std,48.685606361074,0.020351147343672393,0.014037740634410153,0.019803161322307535,0.029256311715092517,0.14260960084810592,0.007277657326556224,0.009273477350939769,0.025979422186307288,0.011415538924848338,0.006653359978742942,0.01935948376527889,0.019625617978700917,0.0067416100967238966,0.00600266149955103,0.012263521557072504,0.03487414599930476,0.01021864498079475,0.015730666599586055,0.011667501474639115,0.02240149548890829,0.0367889631685852,0.03175812142249335,0.01167598716778013,0.009067653037847897
L1,min,820.0,-0.0879,-0.0517,-0.0608,-0.0959,-0.518,-0.0143,-0.0357,-0.102,-0.0316,-0.0149,-0.0649,-0.0785,-0.036,-0.017,-0.0291,-0.13,-0.0612,-0.0806,-0.0321,-0.0554,-0.10800000000000001,-0.0918,-0.0625,-0.0252
L1,25%,878.0,-0.0075699999999999995,-0.008320000000000001,-0.00796,-0.01455,-0.04365,-0.00405,-0.00625,-0.014275,-0.0056925,-0.004285000000000001,-0.01235,-0.009055,-0.003295,-0.0038,-0.009910000000000002,-0.0196,-0.00504,-0.0047675,-0.00793,-0.0136,-0.019025,-0.019450000000000002,-0.0051575,-0.0061600000000000005
L1,50%,921.0,0.00029549999999999997,4.965e-05,0.0006375,-0.000297,0.0018549999999999999,0.0004905,-0.001275,0.00047400000000000003,0.00169,-0.00116,-0.00026250000000000004,-0.0018650000000000001,0.0007155,-0.00023099999999999998,0.000268,-0.00229,0.000578,0.001595,-0.0001225,-0.0027949999999999997,-0.00201,-0.001185,0.000472,-7.395000000000001e-05
L1,75%,962.0,0.006795000000000001,0.0086625,0.0068200000000000005,0.0098225,0.049249999999999995,0.004735,0.004115000000000001,0.00949,0.00749,0.00495,0.0069225,0.0081875,0.004072500000000001,0.0021,0.009255,0.0123,0.006529999999999999,0.013,0.006255000000000001,0.006065,0.0122,0.0112,0.006412500000000001,0.005715
L1,max,1000.0,0.0584,0.0313,0.0483,0.0747,0.397,0.0382,0.0286,0.0783,0.0415,0.0174,0.0592,0.088,0.0155,0.0344,0.0363,0.0821,0.0453,0.0525,0.0326,0.0717,0.111,0.105,0.0291,0.034
L2,count,1634.0,1634.0,1634.0,1634.0,1634.0,1634.0,1634.0,1634.0,1634.0,1634.0,1634.0,1634.0,1634.0,1634.0,1634.0,1634.0,1634.0,1634.0,1634.0,1634.0,1634.0,1634.0,1634.0,1634.0,1634.0
L2,mean,1742.4479804161567,-0.0004138602815177478,-0.00034534804161566685,-0.00036012345165238667,-0.0005493323745410038,0.0020168462178702575,-9.156341554467571e-05,-0.0008461446560587515,-0.0012316630783353732,-0.0004322195654834761,-0.00025622157282741744,-0.0006277403059975521,-0.00031364977356181133,0.00010285873133414938,-0.00024213106487148116,-0.0007438332252141984,-0.0010758096083231335,-0.00041588559241126084,0.0001283419094247246,-0.0003363573561811506,-0.0009027890758873928,-0.0012220535189718484,-0.0006147258873929009,-0.00013237116279069775,-0.0002926689106487149
L2,std,48.30125964193665,0.0049420056107449765,0.007185701672166117,0.0064954855018419634,0.004639547586378338,0.011527058645254572,0.004580914950778801,0.005320456333545407,0.007174355357219717,0.005351900061404476,0.004889842017938123,0.0044747216572732715,0.006486496969415909,0.004902930324606193,0.0034530384208021655,0.0063515847806333335,0.004814987257891274,0.0049783296949437,0.006484017194821906,0.007833266048685951,0.0061516967618836516,0.006593592587329545,0.007251464231329958,0.0070742832499850975,0.007127425952389664
L2,min,1650.0,-0.0154,-0.0209,-0.0213,-0.0145,-0.0444,-0.0125,-0.0133,-0.0226,-0.0164,-0.0115,-0.0166,-0.0216,-0.0191,-0.0129,-0.0165,-0.0116,-0.0132,-0.0165,-0.0245,-0.0174,-0.0248,-0.0206,-0.0181,-0.0169
L2,25%,1700.0,-0.0041600000000000005,-0.0053375,-0.0047825,-0.0031875,-0.0029475,-0.00288,-0.0043975,-0.0058525,-0.00391,-0.00389,-0.0033299999999999996,-0.0052675000000000005,-0.0032875,-0.00255,-0.00551,-0.0044525,-0.004005000000000001,-0.0040175,-0.006427500000000001,-0.0053475,-0.0054775,-0.0059075,-0.004695,-0.00541
L2,50%,1740.0,-0.0005870000000000001,-0.0009775,-0.000558,-0.0009530000000000001,0.001065,9.04e-05,-0.00117,-0.00201,0.00011749999999999998,-0.0007765000000000001,-0.0004205,-0.0005329999999999999,0.00014199999999999998,-0.000541,-0.0012699999999999999,-0.0012,-0.00025600000000000004,0.00012550000000000001,-0.00010800000000000001,-0.001485,-0.001085,-0.00166,-0.0005785,-0.000515
L2,75%,1780.0,0.0028899999999999998,0.0043575,0.0036049999999999997,0.0028,0.0070975,0.00263,0.0027475,0.0035975,0.00292,0.0034100000000000003,0.0025275000000000002,0.0043725,0.00346,0.0021874999999999998,0.0035475,0.0027250000000000004,0.00248,0.0042,0.005157500000000001,0.003325,0.003585,0.0042775,0.00358,0.0048375
L2,max,1830.0,0.0135,0.022,0.017,0.0154,0.0722,0.0176,0.0195,0.0226,0.0193,0.0149,0.0141,0.0183,0.0124,0.0161,0.0203,0.0118,0.0163,0.0245,0.0177,0.0216,0.0272,0.0209,0.0241,0.0206
Non,count,5038.0,5038.0,5038.0,5038.0,5038.0,5038.0,5038.0,5038.0,5038.0,5038.0,5038.0,5038.0,5038.0,5038.0,5038.0,5038.0,5038.0,5038.0,5038.0,5038.0,5038.0,5038.0,5038.0,5038.0,5038.0
Non,mean,2143.273124255657,-0.0006358334815402939,-0.0008859687733227472,-0.001406279225883287,-0.0012468560154823343,0.003013120869392616,-0.00029181880726478757,-0.00019599332870186593,-0.0006003068465263993,0.0008524120758237398,-0.0008980005895196509,-0.0017996404716157206,-0.0008092908648074632,-0.0005558846605795948,-0.0009093504777689561,-0.0003865439043271141,-0.0017972891504565304,9.592568678046864e-05,0.00032897852858277126,-0.0013905704960301708,-0.0016838837074235804,-0.0024771999880905124,-0.0027263198809051206,-0.001381086098650258,7.87201488685987e-05
Non,std,157.7549498969812,0.007383792928576819,0.00931435436130006,0.010720142521215935,0.010914629846209398,0.0390023275584329,0.011772613526953734,0.011495107862789344,0.017998437608590004,0.011587241777376505,0.013386106727021582,0.010600448440141758,0.015823201705170604,0.008346979613151062,0.0085985759275549,0.012966130882417909,0.010999448120987609,0.011972983877938125,0.01230354168953294,0.01472070669658837,0.008048955399208371,0.00956492431693406,0.015677952227784522,0.009489913624271037,0.009877674259871986
Non,min,1880.0,-0.0268,-0.0246,-0.035,-0.0343,-0.13699999999999998,-0.0319,-0.0383,-0.0528,-0.0371,-0.0386,-0.0316,-0.0488,-0.0245,-0.0253,-0.0408,-0.0309,-0.035,-0.0324,-0.0494,-0.0269,-0.0389,-0.0586,-0.0309,-0.0269
Non,25%,2000.0,-0.0056475,-0.0074975,-0.0078675,-0.008775,-0.025849999999999998,-0.0092875,-0.0068775,-0.0114,-0.0061275,-0.0102,-0.009927499999999999,-0.0131,-0.0062825,-0.006857500000000001,-0.009680000000000001,-0.00889,-0.0095975,-0.008657499999999999,-0.0105,-0.0069900000000000006,-0.007690000000000001,-0.012,-0.007409999999999999,-0.00656
Non,50%,2150.0,-0.0009584999999999999,-0.00139,-0.000987,-0.001365,0.0076100000000000004,-0.0017100000000000001,0.00042,-0.000964,0.002345,0.0011300000000000001,-0.000358,0.00247,0.00028399999999999996,-0.000714,-0.0008875,-0.001595,0.0009270000000000001,0.0004815,-0.001985,-0.0017100000000000001,-0.0018100000000000002,-0.003185,-0.00108,-0.000498
Non,75%,2280.0,0.00398,0.0057575000000000005,0.0060775,0.00628,0.0302,0.00898,0.007035,0.0094775,0.0081,0.008557500000000001,0.0056700000000000006,0.0107,0.0051075,0.0050375,0.00847,0.0052175,0.00988,0.009577500000000001,0.007274999999999999,0.0038175000000000006,0.0036,0.006807499999999999,0.00461,0.0066749999999999995
Non,max,2410.0,0.0272,0.0309,0.031,0.03,0.11800000000000001,0.0375,0.0384,0.0655,0.0334,0.0324,0.0413,0.0324,0.0218,0.0277,0.0407,0.0431,0.0315,0.0391,0.0533,0.032,0.049,0.0675,0.0312,0.0323
Ass,count,3925.0,3925.0,3925.0,3925.0,3925.0,3925.0,3925.0,3925.0,3925.0,3925.0,3925.0,3925.0,3925.0,3925.0,3925.0,3925.0,3925.0,3925.0,3925.0,3925.0,3925.0,3925.0,3925.0,3925.0,3925.0
Ass,mean,1262.6420382165604,-0.0013713449707006367,-0.001249826705732484,-0.0018199830726114653,-0.0015187081681528663,0.00370937301910828,-0.000584450828025478,-0.0008011483345222929,-0.0013288744025477708,0.0005536235668789812,-0.00032127915286624196,-0.0017775528050955414,-0.0001656302573248408,-0.000876932487388535,-0.0009104416662420382,-0.0002519052254777071,-0.001844228599235669,0.00021085330191082807,0.0008015802264968153,-0.0011304072331210192,-0.0016499310012738854,-0.002866133042038216,-0.00285435258089172,-0.0017858177068025476,0.00035399551082802535
Ass,std,121.47297437072375,0.009642393494344958,0.009682889050035453,0.011618075848191056,0.0109040437676352,0.04316641141894507,0.01187040729906149,0.009770818991966744,0.015261442410809836,0.01343415232113452,0.010808926642675304,0.010860279224247532,0.014364216527142834,0.008721876151824423,0.008214432547794673,0.012587627642000221,0.011802929523793929,0.01316104902784751,0.011696590345941772,0.015000643926730606,0.014502609862756793,0.019857696482568462,0.02197592819803347,0.014907250193984421,0.010962307797692422
Ass,min,1060.0,-0.0326,-0.0255,-0.0325,-0.0339,-0.141,-0.0403,-0.0326,-0.0541,-0.0454,-0.0256,-0.038,-0.0424,-0.0318,-0.024,-0.041,-0.0344,-0.0366,-0.0369,-0.0486,-0.0381,-0.0484,-0.0638,-0.039,-0.0323
Ass,25%,1160.0,-0.0069,-0.007559999999999999,-0.00939,-0.009590000000000001,-0.0278,-0.00745,-0.0069099999999999995,-0.0117,-0.00796,-0.00853,-0.00799,-0.0106,-0.007,-0.006509999999999999,-0.00863,-0.00954,-0.00946,-0.006229999999999999,-0.0114,-0.0102,-0.015,-0.0162,-0.0107,-0.007359999999999999
Ass,50%,1260.0,-0.00091,-0.000842,-0.00172,-0.00149,0.0041,0.00011899999999999999,0.00108,-0.00216,0.00159,-0.000346,-0.0021,0.000166,-0.00107,-0.000607,7.46e-05,-0.00176,0.00041500000000000006,0.000908,-0.00205,-0.0028699999999999997,-0.00466,-0.0041600000000000005,-0.00252,0.000307
Ass,75%,1370.0,0.00475,0.0051,0.0059299999999999995,0.00586,0.0394,0.0061600000000000005,0.0061200000000000004,0.00733,0.0104,0.007790000000000001,0.00432,0.0095,0.00507,0.00389,0.008870000000000001,0.00474,0.0095,0.00848,0.00837,0.00534,0.0059,0.00759,0.0051,0.00715
Ass,max,1470.0,0.0355,0.0312,0.0354,0.0401,0.10800000000000001,0.0388,0.0326,0.0533,0.0384,0.03,0.0438,0.0336,0.0312,0.0307,0.0407,0.0429,0.0388,0.0326,0.0502,0.0526,0.0827,0.0819,0.0568,0.0322
