,,time,S1_D2_,S3_D2_,S4_D2_,S7_D7_,S8_D7_,S10_D7,S1_D1_,S2_D1_,S3_D1_,S3_D4_,S4_D4_,S5_D4_,S8_D8_,S10_D8,S9_D8_,S7_D5_,S6_D5_,S8_D5_,S2_D3_,S3_D3_,S5_D3_,S6_D6_,S8_D6_,S9_D6_
L1,count,1678.0,1678.0,1678.0,1678.0,1678.0,1678.0,1678.0,1678.0,1678.0,1678.0,1678.0,1678.0,1678.0,1678.0,1678.0,1678.0,1678.0,1678.0,1678.0,1678.0,1678.0,1678.0,1678.0,1678.0,1678.0
L1,mean,287.4553039332539,-0.00020445294398092957,0.0001734567878426697,0.0006658027014302741,0.0011522614302741363,0.0008713825864123957,-0.0020240120560190695,-0.0006503719261025031,-0.0007983276340882003,0.00032750005959475555,-0.0013651261620977351,-0.00025621759594755654,6.554558914779498e-06,0.0005887982121573303,-0.0030124899702026215,-0.00012606269368295588,0.00010136784028605482,2.2378909415971305e-05,0.0005716160965435041,-0.00033834398092967815,0.0017028166030989274,-0.0006731686233611443,0.0001632382598331348,0.0005724152205005957,-0.0002550347020262217
L1,std,52.778246656102766,0.008946971498669232,0.00891566137247171,0.008598761599262584,0.012376616247663324,0.01094267909523454,0.014901666947714609,0.008430964291870728,0.00944356283212059,0.00847529064912383,0.010373363006043267,0.006384346872676219,3.2115490956103144e-05,0.010571878497938702,0.01850252028811716,0.011344758705838825,0.010178246616940587,0.01445155850217813,0.010252236293634942,0.007979939008880128,0.013403201787450478,0.010588767207264899,0.014348251938944514,0.019575578235620505,0.017434180594692653
L1,min,199.0,-0.0246,-0.024,-0.023,-0.032,-0.0339,-0.0368,-0.0245,-0.022,-0.0217,-0.0348,-0.02,-0.000102,-0.0357,-0.0473,-0.037,-0.0294,-0.0414,-0.024,-0.0255,-0.051,-0.0278,-0.0413,-0.0738,-0.0559
L1,25%,242.0,-0.0061975,-0.00629,-0.0056475,-0.006892499999999999,-0.0057675,-0.0127,-0.006075,-0.007707499999999999,-0.00683,-0.008915000000000001,-0.0049299999999999995,-4.0575e-06,-0.0060550000000000005,-0.0147,-0.0075650000000000005,-0.0058675,-0.009775,-0.007135000000000001,-0.0051175000000000005,-0.0065475,-0.0079,-0.009185,-0.010175,-0.0101
L1,50%,284.0,-0.00010530000000000001,0.000286,0.000804,0.001895,0.0004944999999999999,-0.002325,-0.001065,-0.0007329999999999999,0.00139,-0.0009285000000000001,0.0003065,1.0025e-07,-0.0005015,-0.00294,0.00027,-0.0002375,-0.000455,0.0005985000000000001,-0.000146,0.0016,-0.001215,0.0010400000000000001,0.0005154999999999999,8.875e-05
L1,75%,331.0,0.005317500000000001,0.0062975,0.0071,0.0111,0.008005,0.0060149999999999995,0.004529999999999999,0.0053375,0.006594999999999999,0.0061325,0.00417,9.3725e-06,0.006075,0.006582500000000001,0.00766,0.005465,0.0094325,0.007299999999999999,0.0055525,0.0094325,0.0060149999999999995,0.00831,0.0128,0.010975
L1,max,383.0,0.0296,0.0289,0.0211,0.0301,0.0289,0.0482,0.0273,0.0301,0.0205,0.0353,0.0193,9.42e-05,0.0378,0.0579,0.0309,0.0326,0.0399,0.0321,0.0221,0.0562,0.0282,0.0446,0.0696,0.0521
L2,count,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0,1828.0
L2,mean,1072.5415754923413,0.00051715727571116,0.0014082264223194744,0.0003206021881838076,0.0004044804978118159,0.0007073234119256017,0.000522629815809628,0.0004124778446389499,0.0003810027899343551,0.0009405346006564554,0.001538782684901532,0.0003412214721006562,6.98407363238512e-12,0.0004636971006564554,0.000894665426695843,-0.00026569520787746154,-0.0005236275711159738,0.000821990043763676,0.0010850173960612688,-0.0001400583315098466,0.0015356778446389498,-5.362160831509844e-05,0.0003125791575492339,0.0030255946099562365,0.00016108643326039401
