,,time,S1_D2_,S3_D2_,S4_D2_,S7_D7_,S8_D7_,S10_D7,S1_D1_,S2_D1_,S3_D1_,S3_D4_,S4_D4_,S5_D4_,S8_D8_,S10_D8,S9_D8_,S7_D5_,S6_D5_,S8_D5_,S2_D3_,S3_D3_,S5_D3_,S6_D6_,S8_D6_,S9_D6_
L2,std,54.801543330809956,0.010638187328367353,0.011637540693066108,0.00946171084596261,0.00892034448623918,0.006125878154419199,0.010750399597544404,0.0077896280559172455,0.00856458677724655,0.010514056941943021,0.011534603715816424,0.01025927556685266,0.02917741455126885,0.010364881398386507,0.01055049092010866,0.0124274134770833,0.009103612501948266,0.011089291311451583,0.015195401354498848,0.009626633640409287,0.01079709654769584,0.011209399067946647,0.012211165260775642,0.011026508240244644,0.013485657992917708
L2,min,1430.0,-0.0257,-0.0314,-0.0212,-0.0295,-0.0156,-0.0275,-0.02,-0.0219,-0.0268,-0.0306,-0.026,-0.105,-0.0257,-0.0246,-0.0384,-0.0232,-0.0322,-0.0441,-0.0297,-0.0284,-0.034,-0.0368,-0.0285,-0.0426
L2,25%,1480.0,-0.007975,-0.009155,-0.00703,-0.0072900000000000005,-0.00349,-0.009009999999999999,-0.00598,-0.0067,-0.00836,-0.007885,-0.00656,-0.0222,-0.008195000000000001,-0.00857,-0.01085,-0.00638,-0.008875000000000001,-0.0113,-0.007935000000000001,-0.007965,-0.00942,-0.009225,-0.008955000000000001,-0.0106
L2,50%,1530.0,-0.0024,-0.0016,-0.000918,-0.00139,0.000218,-0.00209,-0.0014,-0.00133,-0.00196,-0.00112,-0.00119,-0.00316,-0.0022600000000000003,-0.0026899999999999997,-0.0012900000000000001,-0.00134,-0.000763,-0.00231,0.00010800000000000001,-0.00139,-0.0026,-0.000453,-0.00134,-0.000788
L2,75%,1570.0,0.006485,0.0066549999999999995,0.006215,0.00463,0.004095,0.002805,0.0041849999999999995,0.00587,0.0067800000000000004,0.007315,0.007180000000000001,0.0145,0.005220000000000001,0.0038250000000000003,0.00672,0.00564,0.006845,0.009685,0.006725,0.00656,0.00545,0.00707,0.0065650000000000005,0.008745
L2,max,1620.0,0.031,0.0356,0.0315,0.0314,0.0189,0.0437,0.0262,0.0211,0.0334,0.0327,0.0324,0.102,0.0295,0.0398,0.0369,0.0278,0.0266,0.0491,0.024,0.0315,0.0417,0.0283,0.0334,0.0312
Non,count,4944.0,4944.0,4944.0,4944.0,4944.0,4944.0,4944.0,4944.0,4944.0,4944.0,4944.0,4944.0,4944.0,4944.0,4944.0,4944.0,4944.0,4944.0,4944.0,4944.0,4944.0,4944.0,4944.0,4944.0,4944.0
Non,mean,1928.131067961165,5.066157362459542e-05,0.0009160985236650486,-0.00012426028923948206,0.00037875590614886725,0.00031733139158576085,0.0002667347855987054,0.0009511367597087381,0.00014487942758899678,-0.00021577551638349507,0.0008720829389158575,6.686541868932032e-05,0.00204460515776699,-5.251151092233007e-05,-0.00035487611792071216,-0.0003523917718446601,0.0006188860639158574,0.00035346155744336573,-0.0001427861468446603,0.0002864901496763753,-0.00046402987864077664,-4.477653721682888e-05,0.00012539142394822034,6.05280764563087e-06,3.151078517394798e-05
Non,std,149.46606100471118,0.011301441729697288,0.02036990561613148,0.007546508634963671,0.02126641175731017,0.02989067985057257,0.021812246155921686,0.016173473084311815,0.009116691458579311,0.00920137763344893,0.021388110566774417,0.007765679324111632,0.07173143589643544,0.016202197230424226,0.011616042931512836,0.016301880328824205,0.016923226129967016,0.01417429887782462,0.018025996184345874,0.010533676756132702,0.011580692653061483,0.022859859343830717,0.014094525945853026,0.01264811221420686,0.018894001370111223
Non,min,1670.0,-0.0365,-0.0648,-0.0194,-0.0605,-0.0904,-0.0591,-0.0511,-0.0275,-0.0287,-0.0628,-0.0233,-0.19899999999999998,-0.0468,-0.0376,-0.044,-0.0525,-0.0438,-0.0544,-0.033,-0.034,-0.0695,-0.0432,-0.0384,-0.0583
Non,25%,1800.0,-0.007690000000000001,-0.008822499999999999,-0.0057625,-0.0077725,-0.0199,-0.0111,-0.008875000000000001,-0.006055,-0.00642,-0.00802,-0.00551,-0.03862500000000001,-0.009040000000000001,-0.007390000000000001,-0.0108,-0.00895,-0.00867,-0.010025,-0.00675,-0.0076124999999999995,-0.0143,-0.0090825,-0.0075725,-0.0112
Non,50%,1930.0,8.755e-05,0.00624,-9.549999999999999e-05,0.0055899999999999995,-0.007859999999999999,0.006785,0.00435,0.00109,-0.0001745,0.006914999999999999,-4.4999999999999993e-07,0.0143,0.004655,0.0008064999999999999,-0.0004255,0.00521,0.0027099999999999997,0.0022,0.000271,-0.0009805,0.002755,0.0006774999999999999,0.0019,-1.72405e-06
Non,75%,2060.0,0.0078225,0.0157,0.0056700000000000006,0.015125,0.0171,0.0159,0.0126,0.006679999999999999,0.0052825,0.0161,0.005322500000000001,0.0516,0.0111,0.00701,0.0106,0.0128,0.0106,0.0125,0.00775,0.006185,0.0158,0.009965,0.008972500000000001,0.0128
Non,max,2190.0,0.0363,0.0472,0.0233,0.0365,0.0965,0.0582,0.0358,0.0261,0.0304,0.0505,0.0245,0.18899999999999997,0.0338,0.0377,0.0561,0.0336,0.0354,0.0438,0.0323,0.0373,0.0597,0.0436,0.0297,0.0601
Ass,count,3406.0,3406.0,3406.0,3406.0,3406.0,3406.0,3406.0,3406.0,3406.0,3406.0,3406.0,3406.0,3406.0,3406.0,3406.0,3406.0,3406.0,3406.0,3406.0,3406.0,3406.0,3406.0,3406.0,3406.0,3406.0
Ass,mean,1042.1638285378745,-0.001275311591309454,-0.001081960532883147,-0.0006247807163828539,-0.0005462230093951855,0.0019206760011743983,-0.0005484160775102761,-0.0005826505578391074,-0.0009368840634174986,-0.0008892321638285379,-0.0010402603485026422,-0.0002905955490311214,-0.0035084216999412806,-0.0008648702319436288,-0.0005697191846741045,-0.0010858354374632998,-0.0007374008807985909,-2.836657956547273e-05,-0.00038652243100411053,-0.0011939852935995304,-0.000981609439224897,-0.0012193551761597184,0.0001797235760422781,-2.2125834409865075e-05,-0.00135842946858485
Ass,std,101.8680563554232,0.01468517377686708,0.021582282668685327,0.010819179487504106,0.024856273112516713,0.059326607198199086,0.026553124228810263,0.012097245306342713,0.014102626616445051,0.015575303928124607,0.02196663039807889,0.009270276959547847,0.08904811131391613,0.01906557121939388,0.012287261763311238,0.025894671451591005,0.01667833310005543,0.016389955784250305,0.020871140028218806,0.018736940168063914,0.020598562065618976,0.029615703550915064,0.014555726819322457,0.011967267423290642,0.03269769289870345
Ass,min,861.0,-0.0416,-0.0583,-0.0299,-0.0789,-0.166,-0.0652,-0.0344,-0.0375,-0.0445,-0.0551,-0.0272,-0.24,-0.0569,-0.0422,-0.0786,-0.0506,-0.0511,-0.0695,-0.061,-0.0582,-0.0961,-0.0463,-0.0381,-0.0882
Ass,25%,956.0,-0.0117,-0.0173,-0.007827500000000001,-0.019074999999999998,-0.042,-0.020975,-0.0088775,-0.010875,-0.0122,-0.018,-0.0070375,-0.073675,-0.0162,-0.009397500000000001,-0.0184,-0.0124,-0.0115,-0.0127,-0.0134,-0.016,-0.0193,-0.0099375,-0.0075225,-0.0247
Ass,50%,1040.0,-0.0034150000000000005,-0.000282,0.0006379999999999999,0.0016549999999999998,-0.001595,0.00236,0.0002435,-0.000172,-0.0023699999999999997,0.0009,0.000316,-0.005315,3.925e-05,-0.000678,-0.0022500000000000003,-0.0011,0.0006545,9.935e-05,-0.000874,-0.0014550000000000001,-0.004425,-8.165e-05,0.000603,-0.0029649999999999998
Ass,75%,1130.0,0.0067475,0.0144,0.00733,0.0168,0.047,0.0195,0.008395,0.0084575,0.0082075,0.0149,0.0061875,0.059775,0.0134,0.0087575,0.0152,0.0104,0.0116,0.0143,0.0121,0.0112,0.017675,0.0094675,0.00815,0.020475
Ass,max,1220.0,0.0479,0.0739,0.0346,0.0557,0.138,0.0691,0.0398,0.0426,0.049,0.0681,0.0247,0.271,0.0588,0.0396,0.0817,0.0546,0.048,0.0594,0.0539,0.0662,0.0992,0.045,0.0329,0.0988
