,,time,S1_D2_,S3_D2_,S4_D2_,S7_D7_,S8_D7_,S10_D7,S1_D1_,S2_D1_,S3_D1_,S3_D4_,S4_D4_,S5_D4_,S8_D8_,S10_D8,S9_D8_,S7_D5_,S6_D5_,S8_D5_,S2_D3_,S3_D3_,S5_D3_,S6_D6_,S8_D6_,S9_D6_
L1,count,1835.0,1835.0,1835.0,1835.0,1835.0,1835.0,1835.0,1835.0,1835.0,1835.0,1835.0,1835.0,1835.0,1835.0,1835.0,1835.0,1835.0,1835.0,1835.0,1835.0,1835.0,1835.0,1835.0,1835.0,1835.0
L1,mean,819.6185286103542,-0.0005719134168937329,-0.0004349483716621253,-0.00047966198365122605,-0.0003628262670299728,-0.00048741972752043593,-0.000689419221798365,-0.0004967910566757493,-0.0006825730626702996,-0.00043571313188010895,-0.0004115298528610354,-0.0002716929754768392,-0.000370758773841962,-0.00039590645776566756,-0.0006993597166212536,-0.0001675909754768392,-0.0002548393787465941,-0.00037948159673024533,-0.0003864985885558584,-0.00025326749536784733,-0.00011351671335149871,-0.00015192091008174374,-0.00025469081743869206,-0.00034658166757493196,-0.00020816337874659393
L1,std,55.262893905069326,0.005398013137404466,0.0057257425556292985,0.005825117033278824,0.006691670561323495,0.007262313037774477,0.009946342466417677,0.00538950965370231,0.006290023558993653,0.004480282024830182,0.0054018152709882465,0.004778943659826378,0.00493266804806111,0.00700953751810387,0.006871793722181892,0.006897647892650304,0.00630069221420651,0.00588121320869061,0.006419562608804035,0.006324829948124894,0.003547461661866151,0.00477684338578034,0.005571445061927294,0.0061988721583401225,0.00583700659274778
L1,min,721.0,-0.0161,-0.0147,-0.016,-0.0177,-0.0179,-0.026,-0.0182,-0.0197,-0.0136,-0.0144,-0.0152,-0.0149,-0.0172,-0.0201,-0.0166,-0.0194,-0.0159,-0.0169,-0.0176,-0.0123,-0.0123,-0.0149,-0.0163,-0.0139
L1,25%,772.0,-0.00425,-0.00443,-0.0045,-0.00488,-0.005525,-0.00744,-0.003745,-0.004505,-0.0031899999999999997,-0.00418,-0.00323,-0.003365,-0.0050550000000000005,-0.00522,-0.00483,-0.004225,-0.00423,-0.004515,-0.00448,-0.00215,-0.003345,-0.003975,-0.00429,-0.0045899999999999995
L1,50%,818.0,-2.4299999999999998e-05,-4.94e-05,-7.840000000000001e-05,-0.00042699999999999997,-0.000668,0.00024300000000000002,-0.000227,-0.0003,-4.34e-05,0.000225,3.6e-05,5.17e-05,-3.77e-05,-0.000246,0.000259,0.000637,0.00011200000000000001,0.000319,4.5299999999999997e-05,-0.00045,-7.7e-05,4.73e-05,0.00010400000000000001,-8.75e-05
L1,75%,868.0,0.00312,0.00385,0.00328,0.0038650000000000004,0.004275,0.005285,0.0036249999999999998,0.004005,0.0028399999999999996,0.0035299999999999997,0.00302,0.002785,0.0035650000000000005,0.0038350000000000003,0.00391,0.003595,0.00317,0.00323,0.004045,0.001665,0.0032449999999999996,0.003155,0.00355,0.003515
L1,max,916.0,0.0125,0.0162,0.0179,0.0206,0.0215,0.0346,0.0101,0.0129,0.0094,0.0143,0.0141,0.0161,0.0217,0.0213,0.021,0.0178,0.0167,0.0179,0.02,0.013,0.0141,0.0183,0.0185,0.016
L2,count,1658.0,1658.0,1658.0,1658.0,1658.0,1658.0,1658.0,1658.0,1658.0,1658.0,1658.0,1658.0,1658.0,1658.0,1658.0,1658.0,1658.0,1658.0,1658.0,1658.0,1658.0,1658.0,1658.0,1658.0,1658.0
L2,mean,2147.7623642943304,-0.003321788425814234,-0.0037117904704463208,-0.004353699034981905,0.0006154978431845598,0.0003192057418576599,0.0031675046381182143,5.918950542822685e-05,-0.0031023605186972255,-0.007387517424607961,-0.008780560012062726,-0.0024508415235223163,-0.01136350542822678,0.00034919731604342557,0.004246881604342581,-0.0061253946887816655,-0.0028214185223160433,-0.003310819963811821,-0.0011177903498190594,-0.0019782724969843184,0.0023603750422195413,-0.008118391218335344,-0.004634864324487334,-0.001097181845597105,-0.007581694153860072
L2,std,50.03920232358252,0.02098791902897035,0.01436653416464389,0.013951668580591157,0.010662181076504315,0.009751831674368116,0.032611848037308946,0.009281095039994506,0.010342537542161703,0.020049311143375,0.027585420712044725,0.011651371788508488,0.03833292003061721,0.008965019642563944,0.036433874799268115,0.019216280536893653,0.014067878159059797,0.023772404676145043,0.016675674576185223,0.009512264171698669,0.014259243402254871,0.0365142990749061,0.02902001116979722,0.009630882164188542,0.02454676607995949
L2,min,2050.0,-0.102,-0.0454,-0.04,-0.0384,-0.0232,-0.102,-0.0338,-0.0375,-0.0644,-0.102,-0.0621,-0.17,-0.0404,-0.131,-0.0833,-0.0537,-0.102,-0.081,-0.0352,-0.0269,-0.17,-0.138,-0.0563,-0.115
L2,25%,2110.0,-0.0094325,-0.009904999999999999,-0.0112,-0.0049675,-0.0058175,-0.008532500000000002,-0.0046375,-0.009035000000000001,-0.0106,-0.015975,-0.0054,-0.027674999999999998,-0.00571,-0.007512500000000001,-0.012074999999999999,-0.0107,-0.016675,-0.009045000000000001,-0.0077475,-0.00495,-0.01355,-0.0121,-0.0053475,-0.012
L2,50%,2150.0,-0.0009975000000000001,-0.00217,-0.003745,0.001425,0.0002805,0.00179,0.000319,-0.002875,-0.00121,-0.00168,-0.000232,-0.0032700000000000003,0.00014849999999999998,0.001255,-0.0033049999999999998,-0.00212,-0.00142,1.0600000000000002e-05,-0.001475,0.000596,-0.001465,-0.0006815,-0.001215,-0.0032700000000000003
L2,75%,2190.0,0.00577,0.0042775,0.0031274999999999996,0.0069275,0.0061475,0.0134,0.00489,0.00447,0.0030250000000000003,0.0050375,0.0033625,0.0114,0.00484,0.0127,0.0039225,0.005157500000000001,0.00842,0.008885,0.004045,0.0045325,0.0057150000000000005,0.007899999999999999,0.0039875,0.00415
L2,max,2230.0,0.0675,0.0607,0.0355,0.0276,0.0325,0.126,0.0341,0.02,0.0515,0.0889,0.0631,0.10099999999999999,0.0256,0.154,0.0614,0.0352,0.105,0.0476,0.0253,0.11,0.13699999999999998,0.115,0.049,0.0777
