,,time,S1_D2_,S3_D2_,S4_D2_,S7_D7_,S8_D7_,S10_D7,S1_D1_,S2_D1_,S3_D1_,S3_D4_,S4_D4_,S5_D4_,S8_D8_,S10_D8,S9_D8_,S7_D5_,S6_D5_,S8_D5_,S2_D3_,S3_D3_,S5_D3_,S6_D6_,S8_D6_,S9_D6_
Non,50%,945.0,-0.0075,-0.0111,0.0006915000000000001,0.00225,-0.00428,0.0057,-0.002555,0.0008954999999999999,-0.001795,-0.0195,0.00811,-0.0246,-0.0011149999999999999,0.0016600000000000002,-0.000798,0.007885,-0.00172,0.0030949999999999997,-0.0034599999999999995,-0.0023350000000000003,-0.00877,-0.0104,-0.0076549999999999995,-0.00124
Non,75%,1040.0,0.020225,0.021325,0.00783,0.0082525,0.0142,0.0122,0.0152,0.010525,0.006762499999999999,0.0365,0.0161,0.04905,0.007259999999999999,0.00866,0.005232499999999999,0.016,0.0089625,0.0122,0.0168,0.0131,0.024924999999999996,0.0318,0.0217,0.0038399999999999997
Non,max,1140.0,0.097,0.1,0.0282,0.0265,0.068,0.0337,0.0665,0.0426,0.034,0.16699999999999998,0.0369,0.205,0.0414,0.0312,0.0282,0.0385,0.0445,0.0448,0.0865,0.0617,0.10300000000000001,0.149,0.11800000000000001,0.0224
Ass,count,2725.0,2725.0,2725.0,2725.0,2725.0,2725.0,2725.0,2725.0,2725.0,2725.0,2725.0,2725.0,2725.0,2725.0,2725.0,2725.0,2725.0,2725.0,2725.0,2725.0,2725.0,2725.0,2725.0,2725.0,2725.0
Ass,mean,1641.6256880733945,0.00018959985321100856,0.0010568810458715593,-0.0003011344880733945,0.0004971637321100917,0.0028148183486238535,-0.0006997840697247709,0.000371966128440367,-8.481292477064251e-05,-0.0001988615633027523,0.004844513834862386,0.00027360527229357805,0.005731123533944954,0.0016719808477064222,-0.0001265417247706425,0.00041538639999999993,-0.00011687053211009108,0.0013538559926605503,0.0017423107522935783,0.0024365932403669723,0.001588967508256881,0.004490756770642201,0.007098537247706423,0.005291277137614679,0.0001574163667889908
Ass,std,83.24128146819949,0.03191981600291489,0.03691685333877521,0.014436533274659033,0.012237253082023017,0.021120383229361717,0.01609586104937856,0.017224709021672932,0.01343960926534246,0.010501459750730122,0.05344608755795729,0.025234801316467933,0.06314574196579067,0.015722461337030938,0.012796634731215487,0.009547434007214728,0.021432368377432714,0.010761174022010676,0.01773880634192379,0.019461373653174793,0.017347258819159415,0.03126394901757556,0.03989252005886899,0.0334454435681786,0.006227271756835946
Ass,min,1500.0,-0.0733,-0.0716,-0.0426,-0.0304,-0.0886,-0.0455,-0.0434,-0.0369,-0.0256,-0.161,-0.0628,-0.213,-0.0486,-0.0402,-0.0277,-0.0533,-0.0276,-0.0455,-0.0784,-0.0484,-0.10099999999999999,-0.133,-0.125,-0.0223
Ass,25%,1570.0,-0.0225,-0.0274,-0.0119,-0.00893,-0.0105,-0.0142,-0.0109,-0.008440000000000001,-0.00733,-0.0385,-0.0194,-0.0464,-0.0097,-0.00923,-0.00599,-0.0177,-0.00621,-0.0122,-0.0122,-0.0109,-0.0211,-0.0219,-0.0162,-0.0035
Ass,50%,1640.0,-0.007390000000000001,-0.00909,0.00118,0.0034799999999999996,-0.00108,0.0021899999999999997,-0.00213,0.000602,-0.00045599999999999997,-0.012,0.0042,-0.0106,0.00215,0.00237,0.000603,0.00398,0.00114,0.00477,-0.00027,0.000356,0.00043499999999999995,-0.0011300000000000001,-0.00156,0.00020299999999999997
Ass,75%,1720.0,0.0195,0.0337,0.0104,0.00962,0.0148,0.0126,0.00792,0.00815,0.00678,0.0491,0.0202,0.0546,0.0132,0.00913,0.006670000000000001,0.0174,0.00836,0.0155,0.0159,0.0135,0.0274,0.0379,0.0269,0.0039299999999999995
Ass,max,1780.0,0.0963,0.106,0.0349,0.0264,0.0701,0.0349,0.0523,0.0425,0.0317,0.154,0.0471,0.16899999999999998,0.0398,0.0243,0.0229,0.0406,0.0356,0.0353,0.0708,0.0491,0.0853,0.13,0.105,0.0205
