,,time,S1_D2_,S3_D2_,S4_D2_,S7_D7_,S8_D7_,S10_D7,S1_D1_,S2_D1_,S3_D1_,S3_D4_,S4_D4_,S5_D4_,S8_D8_,S10_D8,S9_D8_,S7_D5_,S6_D5_,S8_D5_,S2_D3_,S3_D3_,S5_D3_,S6_D6_,S8_D6_,S9_D6_
Non,std,137.92972465250438,0.014430653309340668,0.013253092797425387,0.017349135738768864,0.017631148742617196,0.019161451665534696,0.02320587816889777,0.0154374460705839,0.011840767824432696,0.015636683480126742,0.015256183775525699,0.015517343650140906,0.02500568650533406,0.01330950340720841,0.013853928054609029,0.018508906741378204,0.02209134226775016,0.013126903307328387,0.013232207010521036,0.012792247305124474,0.014083395441635895,0.020602593318569014,0.011884103931162574,0.015218803476859869,0.01631987142586238
Non,min,987.0,-0.0474,-0.0406,-0.0606,-0.073,-0.10400000000000001,-0.0746,-0.043,-0.0364,-0.0476,-0.0538,-0.0529,-0.0737,-0.041,-0.0497,-0.0601,-0.0768,-0.0399,-0.0365,-0.0276,-0.0389,-0.0542,-0.0309,-0.0406,-0.055
Non,25%,1110.0,-0.0104,-0.008355,-0.0106,-0.0134,-0.00034975,-0.0057575000000000005,-0.00981,-0.009040000000000001,-0.0121,-0.00889,-0.011,-0.0189,-0.0108,-0.00831,-0.009009999999999999,-0.0166,-0.007379999999999999,-0.009125,-0.0102,-0.0107,-0.0133,-0.00912,-0.0131,-0.0107
Non,50%,1220.0,-0.00134,-0.00106,-0.00128,-0.00323,0.00935,0.004654999999999999,0.0001985,-0.000943,-0.0023750000000000004,-0.002145,-0.002715,-0.0073100000000000005,-0.00411,-0.0012850000000000001,-0.0009029999999999999,-0.00499,-0.000859,-0.0027749999999999997,-0.00339,-0.00375,-0.004645,-0.001455,-0.005625,-0.001365
Non,75%,1340.0,0.009415,0.00691,0.007925,0.007107499999999999,0.0183,0.0155,0.0105,0.00646,0.0073275,0.007977499999999998,0.006307500000000001,0.0083375,0.00421,0.0069075,0.0093375,0.00642,0.00698,0.006624999999999999,0.00534,0.005155,0.0068875,0.0057374999999999995,0.0050475,0.00899
Non,max,1470.0,0.0443,0.048,0.0643,0.0738,0.0566,0.0598,0.0447,0.0342,0.0499,0.0502,0.0574,0.10400000000000001,0.057,0.0469,0.0678,0.0977,0.0462,0.0484,0.0485,0.0481,0.0837,0.0436,0.0644,0.0477
Ass,count,2131.0,2131.0,2131.0,2131.0,2131.0,2131.0,2131.0,2131.0,2131.0,2131.0,2131.0,2131.0,2131.0,2131.0,2131.0,2131.0,2131.0,2131.0,2131.0,2131.0,2131.0,2131.0,2131.0,2131.0,2131.0
Ass,mean,2024.0966682308774,0.0004683241651806664,0.0003747249178789304,0.000783578751759737,-0.00032701201783200427,0.003481852135147818,0.0022070370248709528,6.013423744720786e-05,-0.001333655889253872,-0.0005960359455654628,0.00019323661661191922,0.0004312126231816042,-0.00023469892069450995,-0.001807022149225715,-0.000759658864382918,-0.00039240363209760667,0.0003544162365086832,-0.00022968313937118704,0.0020015325199436874,-0.0014766397935241672,-0.0008881040356640071,-0.0007054412200844678,-0.0017054740966682305,-0.0017659512060065688,-0.0015327439230408248
Ass,std,62.83048244367833,0.02047325542543469,0.02145765073775915,0.025227482290160964,0.03417205714215531,0.026992380611277584,0.028101494718464227,0.018184031274330378,0.022625703340524765,0.0281280110545191,0.028521787807816713,0.027408192939336617,0.04319190490186903,0.03633918960050296,0.03399776869929564,0.026767855923805674,0.05112826188932082,0.019524413146548864,0.03654132563151534,0.024218949073823052,0.024331909784652776,0.03334333262652496,0.022555056236502467,0.03108369930978264,0.027097712452375713
Ass,min,1920.0,-0.064,-0.0654,-0.0646,-0.0741,-0.11,-0.0792,-0.0587,-0.0687,-0.0804,-0.0704,-0.069,-0.10300000000000001,-0.156,-0.163,-0.071,-0.177,-0.0587,-0.17800000000000002,-0.0606,-0.0607,-0.0805,-0.0582,-0.0897,-0.0851
Ass,25%,1970.0,-0.0083,-0.009315,-0.0131,-0.0194,-0.015,-0.0117,-0.00881,-0.01105,-0.01465,-0.0141,-0.0146,-0.0234,-0.0137,-0.0107,-0.01415,-0.0292,-0.01015,-0.00981,-0.013,-0.0153,-0.0216,-0.0147,-0.016849999999999997,-0.0156
Ass,50%,2020.0,-0.00253,-0.0017699999999999999,9.75e-05,-0.00618,0.00433,0.00562,-0.000471,-0.0012900000000000001,-0.00324,-0.00213,-0.00302,-0.006940000000000001,-0.00504,-0.0007,-0.0007509999999999999,-0.00598,-0.000364,-0.0027600000000000003,-0.00281,-0.00358,-0.00297,-0.00314,-0.00621,-0.0014
Ass,75%,2080.0,0.00873,0.009635000000000001,0.0111,0.0187,0.02095,0.01695,0.0106,0.0118,0.012750000000000001,0.015050000000000001,0.01145,0.0229,0.019549999999999998,0.0155,0.01455,0.028249999999999997,0.0125,0.0211,0.01205,0.0125,0.019549999999999998,0.0101,0.0134,0.0151
Ass,max,2140.0,0.0698,0.0789,0.0756,0.121,0.0607,0.10099999999999999,0.0542,0.0772,0.10099999999999999,0.10800000000000001,0.0817,0.161,0.10800000000000001,0.0933,0.111,0.146,0.0492,0.0894,0.0956,0.0733,0.122,0.0811,0.0925,0.0844
