,,time,S1_D2_,S3_D2_,S4_D2_,S7_D7_,S8_D7_,S10_D7,S1_D1_,S2_D1_,S3_D1_,S3_D4_,S4_D4_,S5_D4_,S8_D8_,S10_D8,S9_D8_,S7_D5_,S6_D5_,S8_D5_,S2_D3_,S3_D3_,S5_D3_,S6_D6_,S8_D6_,S9_D6_
L1,count,1783.0,1783.0,1783.0,1783.0,1783.0,1783.0,1783.0,1783.0,1783.0,1783.0,1783.0,1783.0,1783.0,1783.0,1783.0,1783.0,1783.0,1783.0,1783.0,1783.0,1783.0,1783.0,1783.0,1783.0,1783.0
L1,mean,703.761076836792,-5.0673219293325836e-05,-0.0006838130117779021,-0.001659422961301178,0.00012076263600673033,-0.0018206413909141895,-0.002459671766685362,-1.838090858104329e-05,-0.0005604220583286596,-0.0012884749859786873,-0.0010846558665171056,-0.00175068934380258,-0.005279623466068425,-0.004510486655636568,-0.002569017117218171,-0.0013645105215928214,-0.0005723655075715088,-0.002665298867077958,-0.003605333724060571,-0.0009436472349971956,-0.0012782793045429052,-0.00542986123387549,-0.003210451104879417,-0.0028381689770050475,-0.0013979437352776216
L1,std,53.75933723994726,0.00734475754549505,0.008650522344525229,0.009762742902856832,0.007775908209464074,0.007240337074739709,0.021033316633319477,0.005465550739545341,0.006356172189939487,0.009366233599281517,0.009943693470090234,0.009428877000681625,0.019268773175700023,0.02124693874750407,0.02220295829253194,0.012047989855457632,0.011033278135791434,0.013233494413706092,0.014910158661866556,0.0082519564977996,0.009367891218431323,0.022524374759628166,0.02186075718658401,0.016039811296398646,0.010515466875235127
L1,min,611.0,-0.025,-0.0228,-0.0242,-0.0262,-0.021,-0.0577,-0.0183,-0.0131,-0.019,-0.0239,-0.0232,-0.0645,-0.057,-0.054,-0.0392,-0.0364,-0.031,-0.0317,-0.0279,-0.0221,-0.0536,-0.0538,-0.0373,-0.031
L1,25%,658.0,-0.004985,-0.00829,-0.008675,-0.0050550000000000005,-0.006285,-0.0186,-0.002915,-0.0044150000000000005,-0.009285000000000002,-0.008465,-0.00908,-0.01635,-0.0203,-0.0201,-0.0091,-0.006485,-0.0122,-0.01485,-0.005355,-0.007209999999999999,-0.017550000000000003,-0.0179,-0.0148,-0.007805000000000001
L1,50%,705.0,-0.000146,-0.00126,-0.00202,-0.000328,-0.00214,-0.0069,0.00018600000000000002,-0.00139,-0.00151,-0.00203,-0.0015300000000000001,-0.0054399999999999995,-0.006,-0.004229999999999999,-0.0017699999999999999,-0.00105,-0.004079999999999999,-0.00571,-0.0019399999999999999,-0.00259,-0.00827,-0.00595,-0.0057,-0.0016
L1,75%,749.0,0.004645,0.0052899999999999996,0.00575,0.00619,0.00259,0.0115,0.00324,0.00201,0.005935,0.006515,0.00468,0.0043300000000000005,0.008575,0.0169,0.0062450000000000006,0.007475,0.00625,0.004045,0.00322,0.00471,0.0043549999999999995,0.01055,0.00659,0.00618
L1,max,797.0,0.0237,0.0289,0.0255,0.0242,0.0209,0.0682,0.0169,0.0391,0.029,0.0257,0.0245,0.0761,0.0709,0.0626,0.0326,0.0275,0.036,0.0487,0.0283,0.033,0.0688,0.0691,0.053,0.0267
L2,count,1746.0,1746.0,1746.0,1746.0,1746.0,1746.0,1746.0,1746.0,1746.0,1746.0,1746.0,1746.0,1746.0,1746.0,1746.0,1746.0,1746.0,1746.0,1746.0,1746.0,1746.0,1746.0,1746.0,1746.0,1746.0
L2,mean,1494.18098510882,-1.4540047537227953e-05,-0.0005769811569301262,0.00048815748568155804,-0.0003581682703321877,-0.0011208988115693013,-0.0009190509163802971,0.001828881867124857,-0.0019299223138602517,-0.0003179576746849942,-1.6008281786941586e-05,-2.947394845360843e-05,-0.0020139524627720506,-0.002047392325315005,0.0015565346494845359,-0.0010170097938144323,-0.00045459801832760567,-0.0006664182703321875,-0.0007681946804123714,-0.0005591295819014892,-0.0010049115864833908,-0.00039356152348224465,-0.0014769935853379149,-0.0018177733104238264,-0.001817010996563574
L2,std,52.097983553835455,0.008588696012823735,0.012154831985593693,0.011533480146642693,0.011701574108301412,0.00953077068262948,0.025081160037609154,0.010479636919861913,0.010787127486642897,0.013116810971438018,0.012384289899200821,0.011219471286080729,0.02209885350028574,0.033181526383379845,0.02106070517339741,0.02054494552982551,0.014959183406581157,0.01926384137557741,0.020343607081093704,0.011260275112937512,0.014470142041688182,0.02174357848120625,0.0274058369578891,0.02282240408203426,0.01753540285693707
L2,min,1400.0,-0.0205,-0.0269,-0.022,-0.0301,-0.0272,-0.0664,-0.0364,-0.022,-0.0373,-0.0293,-0.0239,-0.0616,-0.0904,-0.0599,-0.0662,-0.049,-0.05,-0.0476,-0.0217,-0.0348,-0.0541,-0.0746,-0.0652,-0.0531
